group_id,title,description,control_id,control_title,control_description,reason,resource,status,severity,account_id,region,audit_manager_control_tower,aws_foundational_security,category,choice_id,cis,cis_controls_v8_ig1,cis_item_id,cis_level,cis_section_id,cis_type,cis_version,cisa_cyber_essentials,fedramp_low_rev_4,fedramp_moderate_rev_4,ffiec,gdpr,gxp_21_cfr_part_11,gxp_eu_annex_11,hipaa_final_omnibus_security_rule_2013,hipaa_security_rule_2003,nist_800_171_rev_2,nist_800_53_rev_4,nist_800_53_rev_5,nist_csf,pci_dss_v321,pillar_id,plugin,question_id,rbi_cyber_security,service,severity,soc_2,type,war_severity
aws_well_architected.benchmark.well_architected_framework_rel06_bp01,BP01 Monitor all components for the workload,"Monitor the components of the workload with Amazon CloudWatch or third-party tools. Monitor AWS services with AWS Health Dashboard. All components of your workload should be monitored, including the front-end, business logic, and storage tiers. Define key metrics, describe how to extract them from logs (if necessary), and set thresholds for invoking corresponding alarm events. Ensure metrics are relevant to the key performance indicators (KPIs) of your workload, and use metrics and logs to identify early warning signs of service degradation. For example, a metric related to business outcomes such as the number of orders successfully processed per minute, can indicate workload issues faster than technical metric, such as CPU Utilization. Use AWS Health Dashboard for a personalized view into the performance and availability of the AWS services underlying your AWS resources.",aws_compliance.control.s3_bucket_logging_enabled,S3 bucket logging should be enabled,AWS Simple Storage Service (AWS S3) server access logging provides a method to monitor the network for potential cybersecurity events.,jetsweep-sandbox-cloudtrail-logs logging disabled.,arn:aws:s3:::jetsweep-sandbox-cloudtrail-logs,alarm,,904513543354,us-east-1,,,Compliance,,,true,,,,,,true,true,true,true,,true,,true,true,true,true,true,true,true,,aws,,true,AWS/S3,,true,,
aws_well_architected.benchmark.well_architected_framework_rel06_bp01,BP01 Monitor all components for the workload,"Monitor the components of the workload with Amazon CloudWatch or third-party tools. Monitor AWS services with AWS Health Dashboard. All components of your workload should be monitored, including the front-end, business logic, and storage tiers. Define key metrics, describe how to extract them from logs (if necessary), and set thresholds for invoking corresponding alarm events. Ensure metrics are relevant to the key performance indicators (KPIs) of your workload, and use metrics and logs to identify early warning signs of service degradation. For example, a metric related to business outcomes such as the number of orders successfully processed per minute, can indicate workload issues faster than technical metric, such as CPU Utilization. Use AWS Health Dashboard for a personalized view into the performance and availability of the AWS services underlying your AWS resources.",aws_compliance.control.s3_bucket_logging_enabled,S3 bucket logging should be enabled,AWS Simple Storage Service (AWS S3) server access logging provides a method to monitor the network for potential cybersecurity events.,ko-polly-may2021 logging disabled.,arn:aws:s3:::ko-polly-may2021,alarm,,904513543354,us-east-1,,,Compliance,,,true,,,,,,true,true,true,true,,true,,true,true,true,true,true,true,true,,aws,,true,AWS/S3,,true,,
aws_well_architected.benchmark.well_architected_framework_rel06_bp01,BP01 Monitor all components for the workload,"Monitor the components of the workload with Amazon CloudWatch or third-party tools. Monitor AWS services with AWS Health Dashboard. All components of your workload should be monitored, including the front-end, business logic, and storage tiers. Define key metrics, describe how to extract them from logs (if necessary), and set thresholds for invoking corresponding alarm events. Ensure metrics are relevant to the key performance indicators (KPIs) of your workload, and use metrics and logs to identify early warning signs of service degradation. For example, a metric related to business outcomes such as the number of orders successfully processed per minute, can indicate workload issues faster than technical metric, such as CPU Utilization. Use AWS Health Dashboard for a personalized view into the performance and availability of the AWS services underlying your AWS resources.",aws_compliance.control.s3_bucket_logging_enabled,S3 bucket logging should be enabled,AWS Simple Storage Service (AWS S3) server access logging provides a method to monitor the network for potential cybersecurity events.,js-share logging disabled.,arn:aws:s3:::js-share,alarm,,904513543354,us-east-1,,,Compliance,,,true,,,,,,true,true,true,true,,true,,true,true,true,true,true,true,true,,aws,,true,AWS/S3,,true,,
aws_well_architected.benchmark.well_architected_framework_rel06_bp01,BP01 Monitor all components for the workload,"Monitor the components of the workload with Amazon CloudWatch or third-party tools. Monitor AWS services with AWS Health Dashboard. All components of your workload should be monitored, including the front-end, business logic, and storage tiers. Define key metrics, describe how to extract them from logs (if necessary), and set thresholds for invoking corresponding alarm events. Ensure metrics are relevant to the key performance indicators (KPIs) of your workload, and use metrics and logs to identify early warning signs of service degradation. For example, a metric related to business outcomes such as the number of orders successfully processed per minute, can indicate workload issues faster than technical metric, such as CPU Utilization. Use AWS Health Dashboard for a personalized view into the performance and availability of the AWS services underlying your AWS resources.",aws_compliance.control.s3_bucket_logging_enabled,S3 bucket logging should be enabled,AWS Simple Storage Service (AWS S3) server access logging provides a method to monitor the network for potential cybersecurity events.,config-bucket-904513543354 logging disabled.,arn:aws:s3:::config-bucket-904513543354,alarm,,904513543354,us-east-2,,,Compliance,,,true,,,,,,true,true,true,true,,true,,true,true,true,true,true,true,true,,aws,,true,AWS/S3,,true,,
aws_well_architected.benchmark.well_architected_framework_rel06_bp01,BP01 Monitor all components for the workload,"Monitor the components of the workload with Amazon CloudWatch or third-party tools. Monitor AWS services with AWS Health Dashboard. All components of your workload should be monitored, including the front-end, business logic, and storage tiers. Define key metrics, describe how to extract them from logs (if necessary), and set thresholds for invoking corresponding alarm events. Ensure metrics are relevant to the key performance indicators (KPIs) of your workload, and use metrics and logs to identify early warning signs of service degradation. For example, a metric related to business outcomes such as the number of orders successfully processed per minute, can indicate workload issues faster than technical metric, such as CPU Utilization. Use AWS Health Dashboard for a personalized view into the performance and availability of the AWS services underlying your AWS resources.",aws_compliance.control.s3_bucket_logging_enabled,S3 bucket logging should be enabled,AWS Simple Storage Service (AWS S3) server access logging provides a method to monitor the network for potential cybersecurity events.,connorcloudformationtemplates logging disabled.,arn:aws:s3:::connorcloudformationtemplates,alarm,,904513543354,us-east-1,,,Compliance,,,true,,,,,,true,true,true,true,,true,,true,true,true,true,true,true,true,,aws,,true,AWS/S3,,true,,
aws_well_architected.benchmark.well_architected_framework_rel06_bp01,BP01 Monitor all components for the workload,"Monitor the components of the workload with Amazon CloudWatch or third-party tools. Monitor AWS services with AWS Health Dashboard. All components of your workload should be monitored, including the front-end, business logic, and storage tiers. Define key metrics, describe how to extract them from logs (if necessary), and set thresholds for invoking corresponding alarm events. Ensure metrics are relevant to the key performance indicators (KPIs) of your workload, and use metrics and logs to identify early warning signs of service degradation. For example, a metric related to business outcomes such as the number of orders successfully processed per minute, can indicate workload issues faster than technical metric, such as CPU Utilization. Use AWS Health Dashboard for a personalized view into the performance and availability of the AWS services underlying your AWS resources.",aws_compliance.control.s3_bucket_logging_enabled,S3 bucket logging should be enabled,AWS Simple Storage Service (AWS S3) server access logging provides a method to monitor the network for potential cybersecurity events.,js-cloudcheckr-demo-detailed-billing-reports logging disabled.,arn:aws:s3:::js-cloudcheckr-demo-detailed-billing-reports,alarm,,904513543354,us-east-1,,,Compliance,,,true,,,,,,true,true,true,true,,true,,true,true,true,true,true,true,true,,aws,,true,AWS/S3,,true,,
aws_well_architected.benchmark.well_architected_framework_rel06_bp01,BP01 Monitor all components for the workload,"Monitor the components of the workload with Amazon CloudWatch or third-party tools. Monitor AWS services with AWS Health Dashboard. All components of your workload should be monitored, including the front-end, business logic, and storage tiers. Define key metrics, describe how to extract them from logs (if necessary), and set thresholds for invoking corresponding alarm events. Ensure metrics are relevant to the key performance indicators (KPIs) of your workload, and use metrics and logs to identify early warning signs of service degradation. For example, a metric related to business outcomes such as the number of orders successfully processed per minute, can indicate workload issues faster than technical metric, such as CPU Utilization. Use AWS Health Dashboard for a personalized view into the performance and availability of the AWS services underlying your AWS resources.",aws_compliance.control.s3_bucket_logging_enabled,S3 bucket logging should be enabled,AWS Simple Storage Service (AWS S3) server access logging provides a method to monitor the network for potential cybersecurity events.,usle-file-upload-bucket logging disabled.,arn:aws:s3:::usle-file-upload-bucket,alarm,,904513543354,us-east-1,,,Compliance,,,true,,,,,,true,true,true,true,,true,,true,true,true,true,true,true,true,,aws,,true,AWS/S3,,true,,
aws_well_architected.benchmark.well_architected_framework_rel06_bp01,BP01 Monitor all components for the workload,"Monitor the components of the workload with Amazon CloudWatch or third-party tools. Monitor AWS services with AWS Health Dashboard. All components of your workload should be monitored, including the front-end, business logic, and storage tiers. Define key metrics, describe how to extract them from logs (if necessary), and set thresholds for invoking corresponding alarm events. Ensure metrics are relevant to the key performance indicators (KPIs) of your workload, and use metrics and logs to identify early warning signs of service degradation. For example, a metric related to business outcomes such as the number of orders successfully processed per minute, can indicate workload issues faster than technical metric, such as CPU Utilization. Use AWS Health Dashboard for a personalized view into the performance and availability of the AWS services underlying your AWS resources.",aws_compliance.control.s3_bucket_logging_enabled,S3 bucket logging should be enabled,AWS Simple Storage Service (AWS S3) server access logging provides a method to monitor the network for potential cybersecurity events.,js-cloudcheckr-demo-cloudtrail logging disabled.,arn:aws:s3:::js-cloudcheckr-demo-cloudtrail,alarm,,904513543354,us-east-1,,,Compliance,,,true,,,,,,true,true,true,true,,true,,true,true,true,true,true,true,true,,aws,,true,AWS/S3,,true,,
aws_well_architected.benchmark.well_architected_framework_rel06_bp01,BP01 Monitor all components for the workload,"Monitor the components of the workload with Amazon CloudWatch or third-party tools. Monitor AWS services with AWS Health Dashboard. All components of your workload should be monitored, including the front-end, business logic, and storage tiers. Define key metrics, describe how to extract them from logs (if necessary), and set thresholds for invoking corresponding alarm events. Ensure metrics are relevant to the key performance indicators (KPIs) of your workload, and use metrics and logs to identify early warning signs of service degradation. For example, a metric related to business outcomes such as the number of orders successfully processed per minute, can indicate workload issues faster than technical metric, such as CPU Utilization. Use AWS Health Dashboard for a personalized view into the performance and availability of the AWS services underlying your AWS resources.",aws_compliance.control.s3_bucket_logging_enabled,S3 bucket logging should be enabled,AWS Simple Storage Service (AWS S3) server access logging provides a method to monitor the network for potential cybersecurity events.,montycloud-inventorybucketdatasync-904513543354 logging disabled.,arn:aws:s3:::montycloud-inventorybucketdatasync-904513543354,alarm,,904513543354,us-east-1,,,Compliance,,,true,,,,,,true,true,true,true,,true,,true,true,true,true,true,true,true,,aws,,true,AWS/S3,,true,,
aws_well_architected.benchmark.well_architected_framework_rel06_bp01,BP01 Monitor all components for the workload,"Monitor the components of the workload with Amazon CloudWatch or third-party tools. Monitor AWS services with AWS Health Dashboard. All components of your workload should be monitored, including the front-end, business logic, and storage tiers. Define key metrics, describe how to extract them from logs (if necessary), and set thresholds for invoking corresponding alarm events. Ensure metrics are relevant to the key performance indicators (KPIs) of your workload, and use metrics and logs to identify early warning signs of service degradation. For example, a metric related to business outcomes such as the number of orders successfully processed per minute, can indicate workload issues faster than technical metric, such as CPU Utilization. Use AWS Health Dashboard for a personalized view into the performance and availability of the AWS services underlying your AWS resources.",aws_compliance.control.s3_bucket_logging_enabled,S3 bucket logging should be enabled,AWS Simple Storage Service (AWS S3) server access logging provides a method to monitor the network for potential cybersecurity events.,js-poc logging disabled.,arn:aws:s3:::js-poc,alarm,,904513543354,us-east-1,,,Compliance,,,true,,,,,,true,true,true,true,,true,,true,true,true,true,true,true,true,,aws,,true,AWS/S3,,true,,
aws_well_architected.benchmark.well_architected_framework_rel06_bp01,BP01 Monitor all components for the workload,"Monitor the components of the workload with Amazon CloudWatch or third-party tools. Monitor AWS services with AWS Health Dashboard. All components of your workload should be monitored, including the front-end, business logic, and storage tiers. Define key metrics, describe how to extract them from logs (if necessary), and set thresholds for invoking corresponding alarm events. Ensure metrics are relevant to the key performance indicators (KPIs) of your workload, and use metrics and logs to identify early warning signs of service degradation. For example, a metric related to business outcomes such as the number of orders successfully processed per minute, can indicate workload issues faster than technical metric, such as CPU Utilization. Use AWS Health Dashboard for a personalized view into the performance and availability of the AWS services underlying your AWS resources.",aws_compliance.control.s3_bucket_logging_enabled,S3 bucket logging should be enabled,AWS Simple Storage Service (AWS S3) server access logging provides a method to monitor the network for potential cybersecurity events.,jetsweep-sandbox-config logging disabled.,arn:aws:s3:::jetsweep-sandbox-config,alarm,,904513543354,us-east-1,,,Compliance,,,true,,,,,,true,true,true,true,,true,,true,true,true,true,true,true,true,,aws,,true,AWS/S3,,true,,
aws_well_architected.benchmark.well_architected_framework_rel06_bp01,BP01 Monitor all components for the workload,"Monitor the components of the workload with Amazon CloudWatch or third-party tools. Monitor AWS services with AWS Health Dashboard. All components of your workload should be monitored, including the front-end, business logic, and storage tiers. Define key metrics, describe how to extract them from logs (if necessary), and set thresholds for invoking corresponding alarm events. Ensure metrics are relevant to the key performance indicators (KPIs) of your workload, and use metrics and logs to identify early warning signs of service degradation. For example, a metric related to business outcomes such as the number of orders successfully processed per minute, can indicate workload issues faster than technical metric, such as CPU Utilization. Use AWS Health Dashboard for a personalized view into the performance and availability of the AWS services underlying your AWS resources.",aws_compliance.control.s3_bucket_logging_enabled,S3 bucket logging should be enabled,AWS Simple Storage Service (AWS S3) server access logging provides a method to monitor the network for potential cybersecurity events.,cw-syn-results-904513543354-us-east-1 logging disabled.,arn:aws:s3:::cw-syn-results-904513543354-us-east-1,alarm,,904513543354,us-east-1,,,Compliance,,,true,,,,,,true,true,true,true,,true,,true,true,true,true,true,true,true,,aws,,true,AWS/S3,,true,,
aws_well_architected.benchmark.well_architected_framework_rel06_bp01,BP01 Monitor all components for the workload,"Monitor the components of the workload with Amazon CloudWatch or third-party tools. Monitor AWS services with AWS Health Dashboard. All components of your workload should be monitored, including the front-end, business logic, and storage tiers. Define key metrics, describe how to extract them from logs (if necessary), and set thresholds for invoking corresponding alarm events. Ensure metrics are relevant to the key performance indicators (KPIs) of your workload, and use metrics and logs to identify early warning signs of service degradation. For example, a metric related to business outcomes such as the number of orders successfully processed per minute, can indicate workload issues faster than technical metric, such as CPU Utilization. Use AWS Health Dashboard for a personalized view into the performance and availability of the AWS services underlying your AWS resources.",aws_compliance.control.s3_bucket_logging_enabled,S3 bucket logging should be enabled,AWS Simple Storage Service (AWS S3) server access logging provides a method to monitor the network for potential cybersecurity events.,flowlogs-cloudwatchworkspace logging disabled.,arn:aws:s3:::flowlogs-cloudwatchworkspace,alarm,,904513543354,us-east-1,,,Compliance,,,true,,,,,,true,true,true,true,,true,,true,true,true,true,true,true,true,,aws,,true,AWS/S3,,true,,
aws_well_architected.benchmark.well_architected_framework_rel06_bp01,BP01 Monitor all components for the workload,"Monitor the components of the workload with Amazon CloudWatch or third-party tools. Monitor AWS services with AWS Health Dashboard. All components of your workload should be monitored, including the front-end, business logic, and storage tiers. Define key metrics, describe how to extract them from logs (if necessary), and set thresholds for invoking corresponding alarm events. Ensure metrics are relevant to the key performance indicators (KPIs) of your workload, and use metrics and logs to identify early warning signs of service degradation. For example, a metric related to business outcomes such as the number of orders successfully processed per minute, can indicate workload issues faster than technical metric, such as CPU Utilization. Use AWS Health Dashboard for a personalized view into the performance and availability of the AWS services underlying your AWS resources.",aws_compliance.control.s3_bucket_logging_enabled,S3 bucket logging should be enabled,AWS Simple Storage Service (AWS S3) server access logging provides a method to monitor the network for potential cybersecurity events.,cf-templates-dau7wxjm37xf-us-east-1 logging disabled.,arn:aws:s3:::cf-templates-dau7wxjm37xf-us-east-1,alarm,,904513543354,us-east-1,,,Compliance,,,true,,,,,,true,true,true,true,,true,,true,true,true,true,true,true,true,,aws,,true,AWS/S3,,true,,
aws_well_architected.benchmark.well_architected_framework_rel06_bp01,BP01 Monitor all components for the workload,"Monitor the components of the workload with Amazon CloudWatch or third-party tools. Monitor AWS services with AWS Health Dashboard. All components of your workload should be monitored, including the front-end, business logic, and storage tiers. Define key metrics, describe how to extract them from logs (if necessary), and set thresholds for invoking corresponding alarm events. Ensure metrics are relevant to the key performance indicators (KPIs) of your workload, and use metrics and logs to identify early warning signs of service degradation. For example, a metric related to business outcomes such as the number of orders successfully processed per minute, can indicate workload issues faster than technical metric, such as CPU Utilization. Use AWS Health Dashboard for a personalized view into the performance and availability of the AWS services underlying your AWS resources.",aws_compliance.control.s3_bucket_logging_enabled,S3 bucket logging should be enabled,AWS Simple Storage Service (AWS S3) server access logging provides a method to monitor the network for potential cybersecurity events.,jetsweepsanboxcf logging disabled.,arn:aws:s3:::jetsweepsanboxcf,alarm,,904513543354,us-east-1,,,Compliance,,,true,,,,,,true,true,true,true,,true,,true,true,true,true,true,true,true,,aws,,true,AWS/S3,,true,,
aws_well_architected.benchmark.well_architected_framework_rel06_bp01,BP01 Monitor all components for the workload,"Monitor the components of the workload with Amazon CloudWatch or third-party tools. Monitor AWS services with AWS Health Dashboard. All components of your workload should be monitored, including the front-end, business logic, and storage tiers. Define key metrics, describe how to extract them from logs (if necessary), and set thresholds for invoking corresponding alarm events. Ensure metrics are relevant to the key performance indicators (KPIs) of your workload, and use metrics and logs to identify early warning signs of service degradation. For example, a metric related to business outcomes such as the number of orders successfully processed per minute, can indicate workload issues faster than technical metric, such as CPU Utilization. Use AWS Health Dashboard for a personalized view into the performance and availability of the AWS services underlying your AWS resources.",aws_compliance.control.s3_bucket_logging_enabled,S3 bucket logging should be enabled,AWS Simple Storage Service (AWS S3) server access logging provides a method to monitor the network for potential cybersecurity events.,cuningham-test-bucket logging disabled.,arn:aws:s3:::cuningham-test-bucket,alarm,,904513543354,us-west-2,,,Compliance,,,true,,,,,,true,true,true,true,,true,,true,true,true,true,true,true,true,,aws,,true,AWS/S3,,true,,
aws_well_architected.benchmark.well_architected_framework_rel06_bp01,BP01 Monitor all components for the workload,"Monitor the components of the workload with Amazon CloudWatch or third-party tools. Monitor AWS services with AWS Health Dashboard. All components of your workload should be monitored, including the front-end, business logic, and storage tiers. Define key metrics, describe how to extract them from logs (if necessary), and set thresholds for invoking corresponding alarm events. Ensure metrics are relevant to the key performance indicators (KPIs) of your workload, and use metrics and logs to identify early warning signs of service degradation. For example, a metric related to business outcomes such as the number of orders successfully processed per minute, can indicate workload issues faster than technical metric, such as CPU Utilization. Use AWS Health Dashboard for a personalized view into the performance and availability of the AWS services underlying your AWS resources.",aws_compliance.control.s3_bucket_logging_enabled,S3 bucket logging should be enabled,AWS Simple Storage Service (AWS S3) server access logging provides a method to monitor the network for potential cybersecurity events.,elasticbeanstalk-us-west-2-904513543354 logging disabled.,arn:aws:s3:::elasticbeanstalk-us-west-2-904513543354,alarm,,904513543354,us-west-2,,,Compliance,,,true,,,,,,true,true,true,true,,true,,true,true,true,true,true,true,true,,aws,,true,AWS/S3,,true,,
aws_well_architected.benchmark.well_architected_framework_rel06_bp01,BP01 Monitor all components for the workload,"Monitor the components of the workload with Amazon CloudWatch or third-party tools. Monitor AWS services with AWS Health Dashboard. All components of your workload should be monitored, including the front-end, business logic, and storage tiers. Define key metrics, describe how to extract them from logs (if necessary), and set thresholds for invoking corresponding alarm events. Ensure metrics are relevant to the key performance indicators (KPIs) of your workload, and use metrics and logs to identify early warning signs of service degradation. For example, a metric related to business outcomes such as the number of orders successfully processed per minute, can indicate workload issues faster than technical metric, such as CPU Utilization. Use AWS Health Dashboard for a personalized view into the performance and availability of the AWS services underlying your AWS resources.",aws_compliance.control.s3_bucket_logging_enabled,S3 bucket logging should be enabled,AWS Simple Storage Service (AWS S3) server access logging provides a method to monitor the network for potential cybersecurity events.,jetsweep-milanity-replicate logging disabled.,arn:aws:s3:::jetsweep-milanity-replicate,alarm,,904513543354,us-west-2,,,Compliance,,,true,,,,,,true,true,true,true,,true,,true,true,true,true,true,true,true,,aws,,true,AWS/S3,,true,,
aws_well_architected.benchmark.well_architected_framework_rel06_bp01,BP01 Monitor all components for the workload,"Monitor the components of the workload with Amazon CloudWatch or third-party tools. Monitor AWS services with AWS Health Dashboard. All components of your workload should be monitored, including the front-end, business logic, and storage tiers. Define key metrics, describe how to extract them from logs (if necessary), and set thresholds for invoking corresponding alarm events. Ensure metrics are relevant to the key performance indicators (KPIs) of your workload, and use metrics and logs to identify early warning signs of service degradation. For example, a metric related to business outcomes such as the number of orders successfully processed per minute, can indicate workload issues faster than technical metric, such as CPU Utilization. Use AWS Health Dashboard for a personalized view into the performance and availability of the AWS services underlying your AWS resources.",aws_compliance.control.s3_bucket_logging_enabled,S3 bucket logging should be enabled,AWS Simple Storage Service (AWS S3) server access logging provides a method to monitor the network for potential cybersecurity events.,appstream-app-settings-us-west-2-904513543354-xojthymb logging disabled.,arn:aws:s3:::appstream-app-settings-us-west-2-904513543354-xojthymb,alarm,,904513543354,us-west-2,,,Compliance,,,true,,,,,,true,true,true,true,,true,,true,true,true,true,true,true,true,,aws,,true,AWS/S3,,true,,
aws_well_architected.benchmark.well_architected_framework_rel06_bp01,BP01 Monitor all components for the workload,"Monitor the components of the workload with Amazon CloudWatch or third-party tools. Monitor AWS services with AWS Health Dashboard. All components of your workload should be monitored, including the front-end, business logic, and storage tiers. Define key metrics, describe how to extract them from logs (if necessary), and set thresholds for invoking corresponding alarm events. Ensure metrics are relevant to the key performance indicators (KPIs) of your workload, and use metrics and logs to identify early warning signs of service degradation. For example, a metric related to business outcomes such as the number of orders successfully processed per minute, can indicate workload issues faster than technical metric, such as CPU Utilization. Use AWS Health Dashboard for a personalized view into the performance and availability of the AWS services underlying your AWS resources.",aws_compliance.control.s3_bucket_logging_enabled,S3 bucket logging should be enabled,AWS Simple Storage Service (AWS S3) server access logging provides a method to monitor the network for potential cybersecurity events.,elasticbeanstalk-us-west-1-904513543354 logging disabled.,arn:aws:s3:::elasticbeanstalk-us-west-1-904513543354,alarm,,904513543354,us-west-1,,,Compliance,,,true,,,,,,true,true,true,true,,true,,true,true,true,true,true,true,true,,aws,,true,AWS/S3,,true,,
aws_well_architected.benchmark.well_architected_framework_rel06_bp01,BP01 Monitor all components for the workload,"Monitor the components of the workload with Amazon CloudWatch or third-party tools. Monitor AWS services with AWS Health Dashboard. All components of your workload should be monitored, including the front-end, business logic, and storage tiers. Define key metrics, describe how to extract them from logs (if necessary), and set thresholds for invoking corresponding alarm events. Ensure metrics are relevant to the key performance indicators (KPIs) of your workload, and use metrics and logs to identify early warning signs of service degradation. For example, a metric related to business outcomes such as the number of orders successfully processed per minute, can indicate workload issues faster than technical metric, such as CPU Utilization. Use AWS Health Dashboard for a personalized view into the performance and availability of the AWS services underlying your AWS resources.",aws_compliance.control.s3_bucket_logging_enabled,S3 bucket logging should be enabled,AWS Simple Storage Service (AWS S3) server access logging provides a method to monitor the network for potential cybersecurity events.,phmedia logging disabled.,arn:aws:s3:::phmedia,alarm,,904513543354,us-west-1,,,Compliance,,,true,,,,,,true,true,true,true,,true,,true,true,true,true,true,true,true,,aws,,true,AWS/S3,,true,,
aws_well_architected.benchmark.well_architected_framework_rel06_bp01,BP01 Monitor all components for the workload,"Monitor the components of the workload with Amazon CloudWatch or third-party tools. Monitor AWS services with AWS Health Dashboard. All components of your workload should be monitored, including the front-end, business logic, and storage tiers. Define key metrics, describe how to extract them from logs (if necessary), and set thresholds for invoking corresponding alarm events. Ensure metrics are relevant to the key performance indicators (KPIs) of your workload, and use metrics and logs to identify early warning signs of service degradation. For example, a metric related to business outcomes such as the number of orders successfully processed per minute, can indicate workload issues faster than technical metric, such as CPU Utilization. Use AWS Health Dashboard for a personalized view into the performance and availability of the AWS services underlying your AWS resources.",aws_compliance.control.s3_bucket_logging_enabled,S3 bucket logging should be enabled,AWS Simple Storage Service (AWS S3) server access logging provides a method to monitor the network for potential cybersecurity events.,phmediareplication logging disabled.,arn:aws:s3:::phmediareplication,alarm,,904513543354,us-west-2,,,Compliance,,,true,,,,,,true,true,true,true,,true,,true,true,true,true,true,true,true,,aws,,true,AWS/S3,,true,,
aws_well_architected.benchmark.well_architected_framework_rel06_bp01,BP01 Monitor all components for the workload,"Monitor the components of the workload with Amazon CloudWatch or third-party tools. Monitor AWS services with AWS Health Dashboard. All components of your workload should be monitored, including the front-end, business logic, and storage tiers. Define key metrics, describe how to extract them from logs (if necessary), and set thresholds for invoking corresponding alarm events. Ensure metrics are relevant to the key performance indicators (KPIs) of your workload, and use metrics and logs to identify early warning signs of service degradation. For example, a metric related to business outcomes such as the number of orders successfully processed per minute, can indicate workload issues faster than technical metric, such as CPU Utilization. Use AWS Health Dashboard for a personalized view into the performance and availability of the AWS services underlying your AWS resources.",aws_compliance.control.s3_bucket_logging_enabled,S3 bucket logging should be enabled,AWS Simple Storage Service (AWS S3) server access logging provides a method to monitor the network for potential cybersecurity events.,appstream2-36fb080bb8-us-west-2-904513543354 logging disabled.,arn:aws:s3:::appstream2-36fb080bb8-us-west-2-904513543354,alarm,,904513543354,us-west-2,,,Compliance,,,true,,,,,,true,true,true,true,,true,,true,true,true,true,true,true,true,,aws,,true,AWS/S3,,true,,
aws_well_architected.benchmark.well_architected_framework_rel06_bp01,BP01 Monitor all components for the workload,"Monitor the components of the workload with Amazon CloudWatch or third-party tools. Monitor AWS services with AWS Health Dashboard. All components of your workload should be monitored, including the front-end, business logic, and storage tiers. Define key metrics, describe how to extract them from logs (if necessary), and set thresholds for invoking corresponding alarm events. Ensure metrics are relevant to the key performance indicators (KPIs) of your workload, and use metrics and logs to identify early warning signs of service degradation. For example, a metric related to business outcomes such as the number of orders successfully processed per minute, can indicate workload issues faster than technical metric, such as CPU Utilization. Use AWS Health Dashboard for a personalized view into the performance and availability of the AWS services underlying your AWS resources.",aws_compliance.control.s3_bucket_object_logging_enabled,S3 buckets object logging should be enabled,Object-Level logging saves events in JSON format in CloudTrail. This is recommended from a security best practice perspective for buckets that contain sensitive data.,amazon-connect-88b16e2cfa6d object logging not enabled.,arn:aws:s3:::amazon-connect-88b16e2cfa6d,alarm,,904513543354,us-east-1,,,Compliance,,,,,,,,,,,,,,,,,,,,,,,,aws,,,AWS/S3,,,,
aws_well_architected.benchmark.well_architected_framework_rel06_bp01,BP01 Monitor all components for the workload,"Monitor the components of the workload with Amazon CloudWatch or third-party tools. Monitor AWS services with AWS Health Dashboard. All components of your workload should be monitored, including the front-end, business logic, and storage tiers. Define key metrics, describe how to extract them from logs (if necessary), and set thresholds for invoking corresponding alarm events. Ensure metrics are relevant to the key performance indicators (KPIs) of your workload, and use metrics and logs to identify early warning signs of service degradation. For example, a metric related to business outcomes such as the number of orders successfully processed per minute, can indicate workload issues faster than technical metric, such as CPU Utilization. Use AWS Health Dashboard for a personalized view into the performance and availability of the AWS services underlying your AWS resources.",aws_compliance.control.s3_bucket_object_logging_enabled,S3 buckets object logging should be enabled,Object-Level logging saves events in JSON format in CloudTrail. This is recommended from a security best practice perspective for buckets that contain sensitive data.,appstream-app-settings-us-east-1-904513543354-y8e1z6dx object logging not enabled.,arn:aws:s3:::appstream-app-settings-us-east-1-904513543354-y8e1z6dx,alarm,,904513543354,us-east-1,,,Compliance,,,,,,,,,,,,,,,,,,,,,,,,aws,,,AWS/S3,,,,
aws_well_architected.benchmark.well_architected_framework_rel06_bp01,BP01 Monitor all components for the workload,"Monitor the components of the workload with Amazon CloudWatch or third-party tools. Monitor AWS services with AWS Health Dashboard. All components of your workload should be monitored, including the front-end, business logic, and storage tiers. Define key metrics, describe how to extract them from logs (if necessary), and set thresholds for invoking corresponding alarm events. Ensure metrics are relevant to the key performance indicators (KPIs) of your workload, and use metrics and logs to identify early warning signs of service degradation. For example, a metric related to business outcomes such as the number of orders successfully processed per minute, can indicate workload issues faster than technical metric, such as CPU Utilization. Use AWS Health Dashboard for a personalized view into the performance and availability of the AWS services underlying your AWS resources.",aws_compliance.control.s3_bucket_object_logging_enabled,S3 buckets object logging should be enabled,Object-Level logging saves events in JSON format in CloudTrail. This is recommended from a security best practice perspective for buckets that contain sensitive data.,appstream-app-settings-us-west-2-904513543354-xojthymb object logging not enabled.,arn:aws:s3:::appstream-app-settings-us-west-2-904513543354-xojthymb,alarm,,904513543354,us-west-2,,,Compliance,,,,,,,,,,,,,,,,,,,,,,,,aws,,,AWS/S3,,,,
